scenario,building,city,climate_type,decade,metric,label,role,family,subfamily,unit,analysis_tier,failure_relevant,year_start,year_end,n_years,metric_value_mean,metric_value_sd,delta_abs_mean,delta_log_mean,delta_std_mean,breach_frequency_pct
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2045,2054,10,3346.6089999999995,128.40798135889636,-63.31499999999996,-0.019406447797036642,-0.4614712525084933,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2045,2054,10,216.81960399999997,7.567595377751107,1.755541999999997,0.0075730995857367315,0.29258700869052834,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2045,2054,10,296.56800000000004,22.309726229706275,-1.8819999999999824,-0.00886806590051652,-0.10937686425331761,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2045,2054,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2045,2054,10,65.65982191757534,2.049631526631242,0.3988284236906793,0.005640799230887517,0.23809611237122597,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2045,2054,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2045,2054,10,7.06229,1.9005320491612052,0.54047,0.044296518002021945,0.6049318288597261,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2045,2054,10,0.89164,0.04977867013089037,0.006000000000000005,0.005293324675501912,0.17713128201989728,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2045,2054,10,25.78605023663307,1.3058050734189093,0.7510585566625615,0.028399197441584523,0.8195246125796116,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2045,2054,10,1347.47,94.68884775351788,-2.089999999999918,-0.0037969450773589486,-0.01756644281791796,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2045,2054,10,26.891637918621164,0.04977507166886995,0.0060051142211349886,0.00022178924907523268,0.17722120223944557,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2045-2054,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2045,2054,10,22.36456,0.8017179695296014,0.7163600000000002,0.03197629062721483,1.8597303361977988,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2055,2064,10,52780.277777782,4889.113780251515,9042.500000000724,0.18405343982253958,2.480264429674898,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2055,2064,10,217.71683,25.452993431467615,37.37648,0.1821555523094019,1.3646816383770353,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2055,2064,10,1405.266,40.7030018549001,-31.86899999999996,-0.022802264672269333,-0.666384272204203,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2055,2064,10,49575.27777778175,4425.588172840546,-6308.888888889395,-0.12342957480155495,-1.519854495301105,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2055,2064,10,10.827821537290705,0.5744951110328992,0.9997713089802017,0.09563142915839337,2.196360782416913,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2055,2064,10,531.183,81.96612200578154,103.97100000000003,0.20707536879416785,2.3158016395074936,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2055,2064,10,77.540562,4.314115020912424,2.025846000000007,0.02505236476673094,1.1759673523382048,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2055,2064,10,155.21666666666655,17.83169774430938,28.23333333333221,0.1947266785423393,2.1499452890733517,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2055,2064,10,1.0,0.6666666666666666,0.19999999999999996,-2.4013296741662,0.33333333333333315,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2055,2064,10,3148.976,144.66527842651905,-260.948,-0.08058011737894813,-1.9019189828569274,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2055,2064,10,214.62557500000003,8.564554866894715,-0.4384870000000006,-0.0028009554785912274,-0.07308033626064434,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2055,2064,10,277.133,15.548323275088753,-21.316999999999997,-0.07555201397310274,-1.2388876808118985,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2055,2064,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2055,2064,10,68.14622564563611,2.80795834146849,2.8852321517514325,0.04250877122156886,1.7224513545535884,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2055,2064,10,0.1,0.31622776601683794,0.1,1.3815511557963773,0.17290598697345022,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2055,2064,10,7.90129,2.153309578532544,1.37947,0.15641365695167803,1.5439993153313343,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2055,2064,10,0.9086299999999999,0.0484899313718265,0.02299000000000001,0.024326136892731377,0.6787080289395727,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2055,2064,10,26.587024551923736,1.476936680968658,1.5520328719532235,0.058764330443665934,1.6935152749611035,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2055,2064,10,1371.27,115.99769202684836,21.710000000000036,0.01271652334293245,0.18247247539570063,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2055,2064,10,26.908625246065828,0.048486624714336686,0.02299244166579619,0.0008533671992509539,0.678546319750531,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2055-2064,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2055,2064,10,22.41321,0.8333887614233019,0.7650100000000005,0.03410509593116795,1.986029795765647,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2065,2074,10,54901.111111115504,5480.189130686835,11163.333333334227,0.22313313797966022,3.061987125603625,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2065,2074,10,223.91781,29.991365621845603,43.577459999999995,0.20868556842979177,1.59109042662952,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2065,2074,10,1386.031,61.94438678721786,-51.104,-0.03711511782435428,-1.0685902239393652,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2065,2074,10,45870.00000000367,5862.799885428133,-10014.166666667468,-0.20507433878139167,-2.4124812614521014,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2065,2074,10,11.15764935312027,0.6356945343654805,1.3295991248097678,0.1254417869742434,2.9209473685005043,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2065,2074,10,565.55,68.025442625862,138.33800000000002,0.2743339382927209,3.081276194382929,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2065,2074,10,77.201987,2.7336108915500574,1.6872710000000068,0.021524140834920935,0.9794306233282472,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2065,2074,10,140.8833333333337,24.644891539877026,13.899999999999329,0.09018246877746572,1.0584736547149702,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2065,2074,10,1.3,0.9486832980505138,0.5,-2.2221538439099793,0.8333333333333333,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2065,2074,10,3062.946,182.5965234061152,-346.978,-0.10892730040623011,-2.52894846802325,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2065,2074,10,214.78832000000003,6.611086129948691,-0.2757420000000053,-0.0017160969017033345,-0.04595647780021518,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2065,2074,10,257.233,27.164640844712487,-41.216999999999985,-0.15365774655912423,-2.3954230679750443,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2065,2074,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2065,2074,10,68.19876744704996,2.583777147454231,2.9377739531652862,0.04340787773356185,1.7538182228872308,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2065,2074,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2065,2074,10,7.224170000000001,1.5562413152278862,0.7023500000000003,0.07833228086433279,0.786119248061185,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2065,2074,10,0.9214100000000001,0.049567360452441096,0.035770000000000024,0.03823922662738969,1.055997659641954,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2065,2074,10,26.586486840837694,0.8285804611243344,1.5514951608671823,0.059693545887197,1.6929285464489805,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2065,2074,10,1399.86,125.49192271483717,50.3,0.03288290301079035,0.42277132714895105,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2065,2074,10,26.921411235193016,0.049576786988282925,0.03577843079298617,0.00132835131973974,1.0558827502494024,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2065-2074,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2065,2074,10,22.95297,0.5738687113694994,1.3047700000000007,0.05824552551491755,3.3872917956904387,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2075,2084,10,55416.38888889332,5117.7492202747535,11678.61111111205,0.23273421427234559,3.2033225022831004,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2075,2084,10,217.46954,28.160377278888394,37.129189999999994,0.17898590939655817,1.3556526414689727,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2075,2084,10,1378.726,48.996472027189036,-58.40899999999997,-0.042060166915906284,-1.2213385721288814,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2075,2084,10,42825.2777777812,5033.929367116499,-13058.888888889935,-0.272004546611149,-3.1459756751098777,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2075,2084,10,11.360115011415548,0.5241967950448466,1.5320647831050462,0.14389057806138847,3.365736719496752,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2075,2084,10,559.2729999999999,80.58768379156264,132.061,0.2598938083635005,2.9414652192919086,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2075,2084,10,75.74211299999999,4.093761984369364,0.22739700000000768,0.0017047416344100341,0.13199988943861415,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2075,2084,10,151.81666666666666,21.703593887977938,24.833333333332327,0.16942956241832566,1.8910380641790383,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2075,2084,10,0.8,0.7888106377466155,-4.4408920985006264e-17,-5.164431985758955,-1.1102230246251565e-16,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2075,2084,10,2982.772,148.53587429005526,-427.1519999999999,-0.1349251315485808,-3.1132965087500275,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2075,2084,10,210.196185,6.7575659442324305,-4.86787700000001,-0.023359254324161506,-0.8113036145551792,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2075,2084,10,242.185,22.86698262658291,-56.264999999999986,-0.2127734304834327,-3.2699730431524827,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2075,2084,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2075,2084,10,68.79714417578411,2.117397705773877,3.53615068189944,0.05234521080902645,2.111042443584977,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2075,2084,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2075,2084,10,6.9068,1.8489431413648176,0.38498,0.023396561842300323,0.4308965446267459,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2075,2084,10,0.8889799999999999,0.04244287140773272,0.003340000000000021,0.002735155893971823,0.09860308032440998,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2075,2084,10,25.934096020256522,0.8964385684161189,0.8991043402860089,0.03475268884730194,0.9810661626914774,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2075,2084,10,1411.23,85.43591555468147,61.67000000000007,0.04296380531468467,0.5183361380770545,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2075,2084,10,26.8889766366993,0.0424436547123424,0.0033438322992704883,0.00012324344609417892,0.09868221624797044,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2075-2084,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2075,2084,10,22.74388,0.7755096228359202,1.095680000000001,0.0488579207839321,2.844476708310355,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2085,2094,10,63741.388888893984,3812.5083934786667,20003.611111112717,0.3750113568621895,5.486784086694881,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2085,2094,10,253.74115,25.34093262960803,73.4008,0.3370221195692067,2.6799935146965446,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2085,2094,10,1372.8110000000001,38.96063924013575,-64.324,-0.046150202737970415,-1.3450218684383948,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2085,2094,10,37831.111111114136,6223.836017575392,-18053.055555557,-0.4030857265848187,-4.3491045924671585,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2085,2094,10,12.151256754185656,0.4048852472463297,2.323206525875153,0.211688357937251,5.1037668885417835,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,cdd_18,Cooling degree days,driver,climate_drivers,demand_background,degree-days,main,False,2085,2094,10,682.23,70.26925754236737,255.01800000000003,0.46330571701154144,5.680152181896124,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,cooling_peak_demand_kw,Cooling peak demand,response,building_responses,operational_adequacy,kW,main,False,2085,2094,10,80.56678400000001,3.4885669438648685,5.052068000000008,0.06389919848564443,2.932635071862599,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,cooling_setpoint_not_met_occupied_hours,Cooling setpoint not met occupied hours,response,building_responses,operational_adequacy,h,main,True,2085,2094,10,182.61666666666503,24.159072880991722,55.633333333330654,0.3555757461285835,4.236432924986298,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,daily_edh_exceedance_days,Daily EDH exceedance days,response,building_responses,habitability,days,main,True,2085,2094,10,1.4,0.6992058987801011,0.6,0.4716337996267437,0.9999999999999998,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,hdd_18,Heating degree days,driver,climate_drivers,demand_background,degree-days,main,False,2085,2094,10,2816.952,152.56693079869348,-592.972,-0.1923439369400149,-4.321875251401191,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,heating_peak_demand_kw,Heating peak demand,response,building_responses,operational_adequacy,kW,main,False,2085,2094,10,207.921569,17.976675710290984,-7.142493000000004,-0.037633932181500906,-1.1904019735574785,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,heating_unmet_hours,Heating unmet hours,response,building_responses,operational_adequacy,h,main,True,2085,2094,10,219.785,32.77000669650358,-78.66499999999999,-0.31607631437674993,-4.571801820662758,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,heatwave_days,Heatwave days,driver,climate_drivers,persistence_heatwave,days,main,False,2085,2094,10,0.0,0.0,0.0,0.0,0.0,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,indoor_rh_max_pct,Indoor RH max,response,building_responses,durability,%,supplementary,False,2085,2094,10,73.37205776428837,9.622419686348096,8.111064270403693,0.11060910076356043,4.842214735111434,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,maximum_consecutive_hot_days,Maximum consecutive hot days,driver,climate_drivers,persistence_heatwave,days,main,False,2085,2094,10,0.5,0.7071067811865475,0.5,5.5955192912415415,0.8645299348672513,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,maximum_daily_edh_k_h,Maximum daily EDH,response,building_responses,habitability,K h,main,True,2085,2094,10,8.16808,1.3609760278728074,1.6462600000000003,0.2131765860169712,1.8426093447899288,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,maximum_delta_t_k,Maximum delta_t,response,building_responses,habitability,K,main,False,2085,2094,10,0.9116500000000001,0.021373464857154068,0.026010000000000023,0.02869482506305183,0.7678641075562547,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,maximum_wetbulb_c,Maximum wet-bulb temperature,driver,climate_drivers,humid_heat_stress,C,main,False,2085,2094,10,27.913844397169537,1.2373842648835918,2.8788527171990284,0.10794125220034667,3.1412872362710957,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,peak_ghi_w_m2,Peak GHI,driver,climate_drivers,solar_burden,W/m2,main,False,2085,2094,10,1298.77,83.46688032454018,-50.789999999999964,-0.04021938391055233,-0.42688977546511336,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,peak_operative_temperature_c,Peak operative temperature,response,building_responses,habitability,C,main,False,2085,2094,10,26.9116352586233,0.021374199682321543,0.026002454223266726,0.0009663991230645763,0.7673769438731032,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2085-2094,summer_mean_drybulb_c,Summer mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2085,2094,10,23.98366,0.7854510143860015,2.3354600000000008,0.10196332731449362,6.063049040952191,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,annual_cooling_electricity_kwh,Annual cooling electricity,response,building_responses,energy_burden,kWh,supporting,False,2095,2100,6,68232.40740741287,4045.373697683824,24494.62962963159,0.44318337763328053,6.718624118156615,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,annual_edh_c_h,Annual EDH,response,building_responses,habitability,C h,main,True,2095,2100,6,262.62193333333335,20.419619586727528,82.28158333333333,0.37320703383540704,3.0042466800402257,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,annual_ghi_kwh_m2,Annual GHI,driver,climate_drivers,solar_burden,kWh/m2,main,False,2095,2100,6,1369.9383333333333,37.5392905722347,-67.19666666666667,-0.048202719129237494,-1.4050896423237365,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,annual_heating_electricity_kwh,Annual heating electricity,response,building_responses,energy_burden,kWh,supporting,False,2095,2100,6,41456.018518521836,5319.054211583665,-14428.148148149305,-0.30491192545476203,-3.4758395983885078,0.0
CORDEX_CMIP5_REMO2015_rcp85,office,Toronto,Dfa,2095-2100,annual_mean_drybulb_c,Annual mean dry-bulb temperature,driver,climate_drivers,thermal_shift,C,main,False,2095,2100,6,12.129354388635123,0.5409437741974513,2.3013041603246216,0.20954641752443104,5.055650387992858,0.0
