city,metric,slope_per_year,normalized_slope,r2,p_value,mean,std,abs_norm_slope
Miami,facility_building_electricity_demand_rate_max_kw,-6.95487e-17,-9.81377e-19,0.00300012,0.638396,70.8685,2.78551e-14,9.81377e-19
Los_Angeles,facility_building_electricity_demand_rate_max_kw,5.1093e-17,7.0219e-19,0.0278111,0.149911,72.7624,6.72106e-15,7.0219e-19
Montreal,facility_building_electricity_demand_rate_min_kw,-4.9296e-18,-4.05838e-19,0.00215019,0.690807,12.1467,2.33216e-15,4.05838e-19
Vancouver,facility_building_electricity_demand_rate_max_kw,1.70958e-17,2.23314e-19,0.00264662,0.65896,76.5547,7.29001e-15,2.23314e-19
Phoenix,interior_lights_electricity_min_kw,0,0,0,1,1.07256,2.22045e-16,0
Toronto,interior_equipment_electricity_annual_gj,0,0,0,1,705.43,1.13687e-13,0
Toronto,interior_equipment_electricity_annual_kwh,0,0,0,1,195953,5.82077e-11,0
Toronto,interior_equipment_electricity_peak_w,0,0,0,1,45864.7,1.45519e-11,0
Toronto,interior_lights_electricity_min_kw,0,0,0,1,0.90538,3.33067e-16,0
Toronto,interior_lights_electricity_min_w,0,0,0,1,905.38,2.27374e-13,0
Toronto,interior_lights_electricity_peak_kw,0,0,0,1,25.0038,3.55271e-15,0
Toronto,interior_lights_electricity_peak_w,0,0,0,1,25003.8,7.27596e-12,0
Toronto,facility_heating_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Toronto,facility_building_electricity_demand_rate_min_kw,0,0,0,1,12.1467,1.77636e-15,0
Toronto,interior_equipment_electricity_min_w,0,0,0,1,11241.3,3.63798e-12,0
Toronto,facility_heating_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Toronto,facility_cooling_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Toronto,facility_cooling_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Montreal,interior_lights_electricity_min_w,0,0,0,1,905.38,2.27374e-13,0
Montreal,interior_lights_electricity_min_kw,0,0,0,1,0.90538,3.33067e-16,0
Montreal,interior_equipment_electricity_peak_w,0,0,0,1,45864.7,1.45519e-11,0
Montreal,interior_equipment_electricity_min_w,0,0,0,1,11241.3,3.63798e-12,0
Montreal,interior_equipment_electricity_annual_kwh,0,0,0,1,195953,5.82077e-11,0
Montreal,interior_equipment_electricity_annual_gj,0,0,0,1,705.43,1.13687e-13,0
Montreal,fans_electricity_peak_w,0,0,0,1,31641,7.27596e-12,0
Montreal,fans_electricity_peak_kw,0,0,0,1,31.641,1.06581e-14,0
Los_Angeles,interior_equipment_electricity_peak_w,0,0,0,1,45864.7,1.45519e-11,0
Los_Angeles,interior_equipment_electricity_min_w,0,0,0,1,11241.3,3.63798e-12,0
Los_Angeles,interior_equipment_electricity_annual_kwh,0,0,0,1,195953,5.82077e-11,0
Los_Angeles,interior_equipment_electricity_annual_gj,0,0,0,1,705.43,1.13687e-13,0
Los_Angeles,fans_electricity_peak_w,0,0,0,1,28396.4,3.63798e-12,0
Los_Angeles,fans_electricity_peak_kw,0,0,0,1,28.3964,7.10543e-15,0
Montreal,interior_lights_electricity_peak_w,0,0,0,1,25003.8,7.27596e-12,0
Phoenix,electricity_facility_min_kw,0,0,0,1,12.4825,1.77636e-15,0
Phoenix,interior_lights_electricity_peak_kw,0,0,0,1,25.0038,3.55271e-15,0
Phoenix,facility_building_electricity_demand_rate_min_kw,0,0,0,1,12.3139,1.77636e-15,0
Phoenix,facility_cooling_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Phoenix,facility_cooling_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Los_Angeles,interior_lights_electricity_peak_kw,0,0,0,1,25.0038,3.55271e-15,0
Los_Angeles,interior_lights_electricity_peak_w,0,0,0,1,25003.8,7.27596e-12,0
Phoenix,facility_building_electricity_demand_rate_max_kw,0,0,0,1,70.8685,2.84217e-14,0
Phoenix,facility_building_electricity_demand_rate_mean_kw,0,0,0,1,32.9187,7.10543e-15,0
Phoenix,interior_lights_electricity_min_w,0,0,0,1,1072.56,4.54747e-13,0
Phoenix,interior_lights_electricity_peak_w,0,0,0,1,25003.8,7.27596e-12,0
Phoenix,interior_equipment_electricity_annual_gj,0,0,0,1,705.43,1.13687e-13,0
Phoenix,interior_equipment_electricity_annual_kwh,0,0,0,1,195953,5.82077e-11,0
Phoenix,interior_equipment_electricity_min_w,0,0,0,1,11241.3,3.63798e-12,0
Phoenix,interior_equipment_electricity_peak_w,0,0,0,1,45864.7,1.45519e-11,0
Phoenix,interior_lights_electricity_annual_gj,0,0,0,1,281.64,1.13687e-13,0
Montreal,facility_heating_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Miami,interior_lights_electricity_min_w,0,0,0,1,905.38,2.27374e-13,0
Miami,interior_lights_electricity_min_kw,0,0,0,1,0.90538,2.22045e-16,0
Vancouver,facility_heating_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Vancouver,facility_heating_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Vancouver,facility_building_electricity_demand_rate_min_kw,0,0,0,1,12.3139,1.77636e-15,0
Vancouver,facility_building_electricity_demand_rate_mean_kw,0,0,0,1,32.9457,1.42109e-14,0
Montreal,facility_cooling_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Vancouver,electricity_facility_min_kw,0,0,0,1,12.4825,1.77636e-15,0
Montreal,facility_cooling_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Montreal,interior_lights_electricity_peak_kw,0,0,0,1,25.0038,3.55271e-15,0
Montreal,facility_heating_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Miami,interior_lights_electricity_peak_w,0,0,0,1,25003.8,3.63798e-12,0
Miami,interior_equipment_electricity_annual_gj,0,0,0,1,705.43,1.13687e-13,0
Miami,interior_equipment_electricity_annual_kwh,0,0,0,1,195953,5.82077e-11,0
Miami,interior_equipment_electricity_min_w,0,0,0,1,11241.3,3.63798e-12,0
Miami,interior_lights_electricity_peak_kw,0,0,0,1,25.0038,3.55271e-15,0
Vancouver,interior_lights_electricity_min_kw,0,0,0,1,1.07256,2.22045e-16,0
Vancouver,interior_lights_electricity_annual_gj,0,0,0,1,281.64,1.13687e-13,0
Vancouver,interior_equipment_electricity_peak_w,0,0,0,1,45864.7,1.45519e-11,0
Vancouver,interior_equipment_electricity_min_w,0,0,0,1,11241.3,3.63798e-12,0
Vancouver,interior_equipment_electricity_annual_kwh,0,0,0,1,195953,5.82077e-11,0
Vancouver,interior_equipment_electricity_annual_gj,0,0,0,1,705.43,1.13687e-13,0
Vancouver,facility_total_electricity_demand_rate_min_kw,0,0,0,1,12.4825,1.77636e-15,0
Vancouver,facility_purchased_electricity_rate_min_kw,0,0,0,1,12.4825,1.77636e-15,0
Miami,interior_equipment_electricity_peak_w,0,0,0,1,45864.7,1.45519e-11,0
Miami,facility_cooling_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Miami,facility_cooling_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Vancouver,interior_lights_electricity_min_w,0,0,0,1,1072.56,4.54747e-13,0
Vancouver,interior_lights_electricity_peak_kw,0,0,0,1,25.0038,3.55271e-15,0
Vancouver,interior_lights_electricity_peak_w,0,0,0,1,25003.8,7.27596e-12,0
Los_Angeles,facility_cooling_setpoint_not_met_occupied_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
Los_Angeles,facility_cooling_setpoint_not_met_time_max_timestep_hours,0,0,0,1,0.166667,2.77556e-17,0
